entity_name,name_variants,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,state_count,restaurant_phone,sample_address,apollo_company,apollo_email,apollo_linkedin,apollo_title,ny_match_count,ny_first_result_name,ny_entity_number,ny_status,ny_entity_type,ny_formation_date,ny_jurisdiction,ny_agent_name,ny_agent_type,ny_agent_is_individual,ny_agent_address,ny_principal_address,ny_mailing_address,ny_statement_due_date,ny_inactive_date,ny_agent_address_matches_principal,ny_likely_owner_name,ny_operator_pattern,ny_multi_entity_operator,ny_query_used,ny_query_attempts,ny_name_similarity,ny_score,ny_alternates,ny_fetched_at,ny_error,ny_county,ny_ceo_name,ny_ceo_address,ny_dos_process_name,ny_location_address
"Huntington Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(631) 824-6142,325 West Jericho Turnpike,,,,,1,"HUNTINGTON CHICKEN, LLC",4696604,Active,DOMESTIC LIMITED LIABILITY COMPANY,01/20/2015,New York,ASHISH PARIKH,Individual,True,"301 route 17N, suite 802, rutherford, NJ, 07070","301 route 17N, suite 802, rutherford, NJ, 07070",,,,True,ASHISH PARIKH,owner_operator,True,"Huntington Chicken, Llc","Huntington Chicken, Llc",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Suffolk,,,ASHISH PARIKH,
Best Food World Inc.,,1,Popeyes,1,No,NY,NY,1,(718) 298-9000,9215 Parsons Blvd,,,,,1,BEST FOOD WORLD INC.,4103791,Active,DOMESTIC BUSINESS CORPORATION,06/07/2011,New York,C/O STANLEY LAM & JOHNNY WU,Individual,True,"92-15 PARSONS BLVD., JAMAICA, NY, 11433","92-15 PARSONS BLVD., JAMAICA, NY, 11433",,,,True,C/O STANLEY LAM & JOHNNY WU,owner_operator,False,Best Food World Inc.,Best Food World Inc.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,C/O STANLEY LAM & JOHNNY WU,
Genting New York Llc,,1,Popeyes,1,No,NY,NY,1,(718) 215-3308,11000 Rockaway Blvd,,,,,1,GENTING NEW YORK LLC,3956649,Active,FOREIGN LIMITED LIABILITY COMPANY,06/02/2010,Delaware,C/O CORPORATION SERVICE COMPANY,,False,"80 STATE STREET, ALBANY, NY, 12207","80 STATE STREET, ALBANY, NY, 12207",,,,True,,out_of_state_holdco,True,Genting New York Llc,Genting New York Llc,1.000,170.00,,2026-05-06T18:37:24.495258+00:00,,New York,,,C/O CORPORATION SERVICE COMPANY,
"Mt. Vernon Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(914) 664-5646,65 E Prospect Ave,,,,,1,"MT. VERNON CHICKEN, LLC",4421056,Active,DOMESTIC LIMITED LIABILITY COMPANY,06/20/2013,New York,ASHISH PARIKH,Individual,True,"301 Route 17 North, Suite 802, Rutherford, NJ, 07070","301 Route 17 North, Suite 802, Rutherford, NJ, 07070",,,,True,ASHISH PARIKH,owner_operator,True,"Mt. Vernon Chicken, Llc","Mt. Vernon Chicken, Llc",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Westchester,,,ASHISH PARIKH,
United 200 Llc,,1,Popeyes,1,No,NY,NY,1,845-224-2121,125 Market St. East,,,,,1,UNITED 200 LLC,6822367,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/02/2023,New York,VIJAY GHEI,Individual,True,"135 TIMBERLANE CT, YORKTOWN HEIGHTS, NY, 10598","135 TIMBERLANE CT, YORKTOWN HEIGHTS, NY, 10598",,,,True,VIJAY GHEI,owner_operator,False,United 200 Llc,United 200 Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Rockland,,,VIJAY GHEI,
"New Rochelle Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(914) 365-2909,8 Joyce Road,,,,,1,"NEW ROCHELLE CHICKEN, LLC",4763011,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/22/2015,New York,ASHISH PARIKH,Individual,True,"82 ROBERTS RD, ENGLEWOOD CLIFFS, NJ, 07632","82 ROBERTS RD, ENGLEWOOD CLIFFS, NJ, 07632",,,,True,ASHISH PARIKH,owner_operator,True,"New Rochelle Chicken, Llc","New Rochelle Chicken, Llc | new rochelle",1.000,200.00,"[{""name"": ""NEW ROCHELLE INC."", ""num"": ""7500309"", ""score"": 166.67}]",2026-05-06T18:37:24.495258+00:00,,Richmond,,,ASHISH PARIKH,
"New Windsor Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(845) 787-0734,330 Windsor Hwy,,,,,1,"NEW WINDSOR CHICKEN, LLC",4346773,Active,DOMESTIC LIMITED LIABILITY COMPANY,01/16/2013,New York,AMISH PARIKH,Individual,True,"301 Route 17 North, Suite 802, Rutherford, NJ, 07024","301 Route 17 North, Suite 802, Rutherford, NJ, 07024",,,,True,AMISH PARIKH,owner_operator,False,"New Windsor Chicken, Llc","New Windsor Chicken, Llc | new windsor",1.000,200.00,"[{""name"": ""NEW WINDSOR CORPORATION"", ""num"": ""3831354"", ""score"": 166.67}]",2026-05-06T18:37:24.495258+00:00,,Richmond,,,AMISH PARIKH,
101 Delancy Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(646) 490-5315,101 - Delancey St,,,,,1,101 DELANCY CHICKEN CORP.,6775279,Active,DOMESTIC BUSINESS CORPORATION,03/27/2023,New York,101 DELANCY CHICKEN CORP.,,False,"91 CRESCENT BEACH ROAD, GLEN COVE, NY, 11542","91 CRESCENT BEACH ROAD, GLEN COVE, NY, 11542",,,,True,,service_agent,False,101 Delancy Chicken Corp.,101 Delancy Chicken Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Nassau,,,101 DELANCY CHICKEN CORP.,
111 Fulton Chicken Llc,,1,Popeyes,1,No,NY,NY,1,929-579-0553,111 Fulton St,,,,,1,111 FULTON CHICKEN LLC,6242941,Active,DOMESTIC LIMITED LIABILITY COMPANY,08/13/2021,New York,ALI BUTT,Individual,True,"120 WINDSOR CENTER DRIVE, EAST WINDSOR, NJ, 08520","120 WINDSOR CENTER DRIVE, EAST WINDSOR, NJ, 08520",,,,True,ALI BUTT,owner_operator,True,111 Fulton Chicken Llc,111 Fulton Chicken Llc | 111 fulton,1.000,200.00,"[{""name"": ""111 FULTON, LLC"", ""num"": ""3249144"", ""score"": 166.67}]",2026-05-06T18:37:24.495258+00:00,,New York,,,ALI BUTT,
1243 Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(212) 781-1570,601 W 172nd St,,,,,1,1243 CHICKEN CORP.,3399304,Active,DOMESTIC BUSINESS CORPORATION,08/10/2006,New York,1243 CHICKEN CORP.,,False,"218-14 JAMAICA AVE, 2ND FLR, QUEENS VILLAGE, NY, 11428","218-14 JAMAICA AVE, 2ND FLR, QUEENS VILLAGE, NY, 11428",,,,True,LALMIR SULTANZADA,owner_operator,True,1243 Chicken Corp.,1243 Chicken Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,New York,LALMIR SULTANZADA,"LALMIR SULTANZADA, 2ND FLR, QUEENS VILLAGE, NY, 11428",1243 CHICKEN CORP.,"218-14 JAMAICA AVE, 2ND FLR, QUEENS VILLAGE, NY, 11428"
"125 Canal, Inc.",,1,Popeyes,1,No,NY,NY,1,(212) 966-7077,125 Canal St,,,,,1,125 CANAL INC.,4161379,Active,DOMESTIC BUSINESS CORPORATION,11/03/2011,New York,125 CANAL INC.,,False,"125 CANAL STREET, NEW YORK, NY, 10013","125 CANAL STREET, NEW YORK, NY, 10013",,,,True,,service_agent,False,"125 Canal, Inc.","125 Canal, Inc.",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,New York,,,125 CANAL INC.,
135 Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(646) 368-9765,2300 7th Ave,,,,,1,135 CHICKEN CORP.,3343524,Active,DOMESTIC BUSINESS CORPORATION,04/04/2006,New York,135 CHICKEN CORP.,,False,"218-14 JAMAICA AVE 2ND FLR, QUEENS VILLAGE, NY, 11428","218-14 JAMAICA AVE 2ND FLR, QUEENS VILLAGE, NY, 11428",,,,True,LALMIR SULTANZADA,owner_operator,True,135 Chicken Corp.,135 Chicken Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,New York,LALMIR SULTANZADA,"LALMIR SULTANZADA, NEW YORK, NY, 10030",135 CHICKEN CORP.,"218-14 JAMAICA AVE 2ND FLR, QUEENS VILLAGE, NY, 11428"
"14 East 23Rd Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,646-726-4343,14 E 23rd St,,,,,1,14 EAST 23RD CHICKEN LLC,5900022,Active,DOMESTIC LIMITED LIABILITY COMPANY,12/18/2020,New York,ALI BUTT,Individual,True,"120 WINDSOR CENTER DRIVE, 2ND FLLOR, EAST WINDSOR, NJ, 08520","120 WINDSOR CENTER DRIVE, 2ND FLLOR, EAST WINDSOR, NJ, 08520",,,,True,ALI BUTT,owner_operator,True,"14 East 23Rd Chicken, Llc","14 East 23Rd Chicken, Llc | 14 east",1.000,200.00,"[{""name"": ""14 EAST LLC"", ""num"": ""6423741"", ""score"": 150.0}]",2026-05-06T18:37:24.495258+00:00,,New York,,,ALI BUTT,
"1411 Chicken, Corp.",,1,Popeyes,1,No,NY,NY,1,(646) 889-2940,1419 St Nicholas Ave,,,,,1,1411 CHICKEN CORP.,5722524,Active,DOMESTIC BUSINESS CORPORATION,03/05/2020,New York,1411 CHICKEN CORP.,,False,"218-14 JAMAICA AVENUE, 2ND FLOOR, QUEENS VILLAGE, NY, 11428","218-14 JAMAICA AVENUE, 2ND FLOOR, QUEENS VILLAGE, NY, 11428",,,,True,,service_agent,True,"1411 Chicken, Corp.","1411 Chicken, Corp.",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,1411 CHICKEN CORP.,
"145Th St. Ice Cream, Inc.",,1,Popeyes,1,No,NY,NY,1,(212) 862-0635,2730 Frederick Douglass Blvd,,,,,1,145TH ST. ICE CREAM INC.,1959629,Active,DOMESTIC BUSINESS CORPORATION,09/26/1995,New York,C/O LALMIR SULTANZADA,,False,"2730 FREDRICK DOUGLAS BLVD., NEW YORK, NY, 10039","2730 FREDERICK DOUGLAS BLVD, NEW YORK, NY, 10039","2730 FREDRICK DOUGLAS BLVD., NEW YORK, NY, 10039",,,True,LALMIR SULTANZADA,owner_operator,True,"145Th St. Ice Cream, Inc.","145Th St. Ice Cream, Inc.",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,New York,LALMIR SULTANZADA,"LALMIR SULTANZADA, 2730 FREDERICK DOUGLAS BLVD, NEW YORK, NY, 10039",C/O LALMIR SULTANZADA,"2730 FREDERICK DOUGLAS BLVD, NEW YORK, NY, 10039"
1530 Broadway Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(332) 267-2098,1530 Broadway,,,,,1,1530 BROADWAY CHICKEN LLC,6205888,Active,DOMESTIC LIMITED LIABILITY COMPANY,06/24/2021,New York,ALI BUTT,Individual,True,"120 WINDSOR CENTER DRIVE, EAST WINDSOR, NJ, 08520","120 WINDSOR CENTER DRIVE, EAST WINDSOR, NJ, 08520",,,,True,ALI BUTT,owner_operator,True,1530 Broadway Chicken Llc,1530 Broadway Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,New York,,,ALI BUTT,
305 Sixth Chicken Llc,,1,Popeyes,1,No,NY,NY,1,929-581-1722,305 6th Ave,,,,,1,305 SIXTH CHICKEN LLC,6350813,Active,DOMESTIC LIMITED LIABILITY COMPANY,12/16/2021,New York,ALI BUTT,Individual,True,"120 WINDSOR CENTER DRIVE, EAST WINDSOR, NJ, 08520","120 WINDSOR CENTER DRIVE, EAST WINDSOR, NJ, 08520",,,,True,ALI BUTT,owner_operator,True,305 Sixth Chicken Llc,305 Sixth Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,New York,,,ALI BUTT,
34 E 14Th Chicken Llc,,1,Popeyes,1,No,NY,NY,1,332-267-2155,34 E 14th St,,,,,1,34 E 14TH CHICKEN LLC,6412654,Active,DOMESTIC LIMITED LIABILITY COMPANY,02/24/2022,New York,ALI BUTT,Individual,True,"120 WINDSOR CENTER DRIVE, EAST WINDSOR, NJ, 08520","120 WINDSOR CENTER DRIVE, EAST WINDSOR, NJ, 08520",,,,True,ALI BUTT,owner_operator,True,34 E 14Th Chicken Llc,34 E 14Th Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,New York,,,ALI BUTT,
39 1St Ave Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(646) 559-8914,39 1st Avenue,,,,,1,39 1ST AVE CHICKEN LLC,5625044,Active,DOMESTIC LIMITED LIABILITY COMPANY,09/20/2019,New York,NAFEES BUKHARI,Individual,True,"39 1ST AVE, NEW YORK, NY, 10003","39 1ST AVE, NEW YORK, NY, 10003",,,,True,NAFEES BUKHARI,owner_operator,True,39 1St Ave Chicken Llc,39 1St Ave Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,NAFEES BUKHARI,
40Th Street Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(917) 475-1546,240 W 40th St,,,,,1,40TH STREET CHICKEN LLC,6561721,Active,DOMESTIC LIMITED LIABILITY COMPANY,08/12/2022,New York,ALI BUTT,Individual,True,"120 Windsor Center Drive, FLOOR 2, East Windsor, NJ, 08520","120 Windsor Center Drive, FLOOR 2, East Windsor, NJ, 08520",,,,True,ALI BUTT,owner_operator,True,40Th Street Chicken Llc,40Th Street Chicken Llc | 40th street,1.000,200.00,"[{""name"": ""40TH STREET INC."", ""num"": ""6381379"", ""score"": 166.67}]",2026-05-06T18:37:24.495258+00:00,,New York,,,ALI BUTT,
444 E 14Th Chicken Llc,,1,Popeyes,1,No,NY,NY,1,332-600-4733,444 E 14th St,,,,,0,,,,,,,,,,,,,,,,,,,444 E 14Th Chicken Llc,444 E 14Th Chicken Llc,,,,2026-05-06T18:37:24.495258+00:00,,,,,,
934 Eighth Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(646) 410-0492,934 8th Ave,,,,,1,934 EIGHTH CHICKEN LLC,5669565,Active,DOMESTIC LIMITED LIABILITY COMPANY,12/11/2019,New York,934 EIGHTH CHICKEN LLC,,False,"68 CULVER RD, SUITE 150, MONMOUTH JCT, NJ, 08852","68 CULVER RD, SUITE 150, MONMOUTH JCT, NJ, 08852",,,,True,,service_agent,True,934 Eighth Chicken Llc,934 Eighth Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,New York,,,934 EIGHTH CHICKEN LLC,
"95 Broadway Food, Llc",,1,Popeyes,1,No,NY,NY,1,(917) 409-3737,2534 Broadway,,,,,1,95 BROADWAY FOOD LLC,5353084,Active,DOMESTIC LIMITED LIABILITY COMPANY,06/05/2018,New York,95 BROADWAY FOOD LLC,,False,"2534 BROADWAY, NEW YORK, NY, 10025","2534 BROADWAY, NEW YORK, NY, 10025",,,,True,,service_agent,False,"95 Broadway Food, Llc","95 Broadway Food, Llc | 95 broadway",1.000,200.00,"[{""name"": ""95 BROADWAY, LLC"", ""num"": ""2729559"", ""score"": 166.67}]",2026-05-06T18:37:24.495258+00:00,,Queens,,,95 BROADWAY FOOD LLC,
Dtt Food Inc.,,1,Popeyes,1,No,NY,NY,1,(212) 219-9191,96 Walker St,,,,,1,DTT FOOD INC.,5197426,Active,DOMESTIC BUSINESS CORPORATION,09/06/2017,New York,DTT FOOD INC.,,False,"96 WALKER ST., NEW YORK, NY, 10013","96 WALKER ST., NEW YORK, NY, 10013",,,,True,DAN DANG,owner_operator,False,Dtt Food Inc.,Dtt Food Inc.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,New York,DAN DANG,"DAN DANG, NEW YORK, NY, 10013",DTT FOOD INC.,
"Lr 1572 Food, Llc",,1,Popeyes,1,No,NY,NY,1,(646) 368-9951,1572 3rd Ave,,,,,1,LR 1572 FOOD LLC,6012415,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/13/2021,New York,PARGET SINGH,Individual,True,"252-25 Union TPKE, Bellerose, NY, 11040","252-25 Union TPKE, Bellerose, NY, 11040",,,,True,PARGET SINGH,owner_operator,True,"Lr 1572 Food, Llc","Lr 1572 Food, Llc",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Nassau,,,PARGET SINGH,
Mersal Food Corp.,,1,Popeyes,1,No,NY,NY,1,(212) 725-7033,75 Lexington Ave,,,,,1,MERSAL FOOD CORP.,5414561,Active,DOMESTIC BUSINESS CORPORATION,09/24/2018,New York,MERSAL FOOD CORP.,,False,"983 Willis Ave Ste 101, Albertson, NY, 11507","983 Willis Ave Ste 101, Albertson, NY, 11507",,,,True,,service_agent,False,Mersal Food Corp.,Mersal Food Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,MERSAL FOOD CORP.,
"Midtown Food 23Rd, Llc",,1,Popeyes,1,No,NY,NY,1,(917) 388-2023,252 8th Avenue,,,,,1,MIDTOWN FOOD 23RD LLC,4775690,Active,DOMESTIC LIMITED LIABILITY COMPANY,06/16/2015,New York,CHANG XUN ZOU,Individual,True,"252 EIGHTH AVENUE, NEW YORK, NY, 10011","252 EIGHTH AVENUE, NEW YORK, NY, 10011",,,,True,CHANG XUN ZOU,owner_operator,False,"Midtown Food 23Rd, Llc","Midtown Food 23Rd, Llc | midtown food",1.000,200.00,"[{""name"": ""MIDTOWN FOOD CORP."", ""num"": ""2595465"", ""score"": 166.67}]",2026-05-06T18:37:24.495258+00:00,,Nassau,,,CHANG XUN ZOU,
Mill-Pine Plaza Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(716) 297-9900,8400 Niagara Falls Boulevard,,,,,1,MILL-PINE PLAZA CHICKEN CORP.,5382276,Active,DOMESTIC BUSINESS CORPORATION,07/25/2018,New York,MILL-PINE PLAZA CHICKEN CORP.,,False,"983 Willis Ave, Albertson, NY, 11507","983 Willis Ave, Albertson, NY, 11507",,,,True,,service_agent,True,Mill-Pine Plaza Chicken Corp,Mill-Pine Plaza Chicken Corp,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Niagara,,,MILL-PINE PLAZA CHICKEN CORP.,
142 Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 323-3500,14202 Rockaway Blvd,,,,,1,142 CHICKEN CORP.,3917368,Active,DOMESTIC BUSINESS CORPORATION,02/26/2010,New York,142 CHICKEN CORP.,,False,"218-14 JAMAICA AVE, 2ND FL, QUEENS VILLAGE, NY, 11428","218-14 JAMAICA AVE, 2ND FL, QUEENS VILLAGE, NY, 11428",,,,True,LALMIR SULTANZADA,owner_operator,True,142 Chicken Corp.,142 Chicken Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,LALMIR SULTANZADA,"LALMIR SULTANZADA, 2ND FL, QUEENS VILLAGE, NY, 11428",142 CHICKEN CORP.,"218-14 JAMAICA AVE, 2ND FL, QUEENS VILLAGE, NY, 11428"
"Patchogue Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(631) 730-7236,508 East Main Street,,,,,1,"PATCHOGUE CHICKEN, LLC",4502525,Active,DOMESTIC LIMITED LIABILITY COMPANY,12/18/2013,New York,ASHISH PARIKH,Individual,True,"301 Route 17 North, Suite 802, Rutherford, NJ, 07070","301 Route 17 North, Suite 802, Rutherford, NJ, 07070",,,,True,ASHISH PARIKH,owner_operator,True,"Patchogue Chicken, Llc","Patchogue Chicken, Llc",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Suffolk,,,ASHISH PARIKH,
M&G Boston Post Road Corp.,,1,Popeyes,1,No,NY,NY,1,914 848-1530,275 Boston Post Road,,,,,1,M&G BOSTON POST ROAD CORP.,5103326,Active,DOMESTIC BUSINESS CORPORATION,03/16/2017,New York,ZEB ALI/MOHAMMAD CHOUDRY,,False,"275 BOSTON POST ROAD, PORT CHESTER, NY, 10573","275 BOSTON POST ROAD, PORT CHESTER, NY, 10573",,,,True,ZEB ALI/MOHAMMAD CHOUDRY,owner_operator,False,M&G Boston Post Road Corp.,M&G Boston Post Road Corp. | m and g,1.000,200.00,"[{""name"": ""M & G, LLC"", ""num"": ""2459959"", ""score"": 150.0}, {""name"": ""M&G INC."", ""num"": ""1686697"", ""score"": 150.0}]",2026-05-06T18:37:24.495258+00:00,,Westchester,ZEB ALI/MOHAMMAD CHOUDRY,"ZEB ALI/MOHAMMAD CHOUDRY, PORT CHESTER, NY, 10573",ZEB ALI/MOHAMMAD CHOUDRY,
"Poughkeepsie Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(845) 849-0112,535 Haight Avenue,,,,,1,"POUGHKEEPSIE CHICKEN, LLC",4715247,Active,DOMESTIC LIMITED LIABILITY COMPANY,02/24/2015,New York,ASHISH PARIKH,Individual,True,"82 ROBERTS RD, ENGLEWOOD CLIFFS, NJ, 07632","82 ROBERTS RD, ENGLEWOOD CLIFFS, NJ, 07632",,,,True,ASHISH PARIKH,owner_operator,True,"Poughkeepsie Chicken, Llc","Poughkeepsie Chicken, Llc",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Dutchess,,,ASHISH PARIKH,
21903 N Conduit Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 413-5947,21903 N Conduit Ave,,,,,1,21903 N CONDUIT CHICKEN LLC,5393645,Active,DOMESTIC LIMITED LIABILITY COMPANY,08/15/2018,New York,NAFEES BUKHARI,Individual,True,"1205 Surf Ave, 2nd Floor, Brooklyn, NY, 11224","1205 Surf Ave, 2nd Floor, Brooklyn, NY, 11224",,,,True,NAFEES BUKHARI,owner_operator,True,21903 N Conduit Chicken Llc,21903 N Conduit Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,NAFEES BUKHARI,
Atlantic 107 Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(347) 960-7566,107-20 Atlantic Avenue,,,,,1,ATLANTIC 107 CHICKEN LLC,5535012,Active,DOMESTIC LIMITED LIABILITY COMPANY,04/16/2019,New York,NAFEES BUKHARI,Individual,True,"107-20 ATLANTIC AVE, JAMAICA, NY, 11416","107-20 ATLANTIC AVE, JAMAICA, NY, 11416",,,,True,NAFEES BUKHARI,owner_operator,True,Atlantic 107 Chicken Llc,Atlantic 107 Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,NAFEES BUKHARI,
Far Rock Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 327-4754,1426 Cornaga Ave,,,,,1,FAR ROCK CHICKEN LLC,5350820,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/31/2018,New York,FAR ROCK CHICKEN LLC,,False,"1426 CORNAGA AVE, FAR ROCKAWAY, NY, 11691","1426 CORNAGA AVE, FAR ROCKAWAY, NY, 11691",,,,True,,service_agent,False,Far Rock Chicken Llc,Far Rock Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,FAR ROCK CHICKEN LLC,
"Jamaica Fast Food Operators, Inc.",,1,Popeyes,1,No,NY,NY,1,(718) 481-3142,21820 Jamaica Ave,,,,,1,"JAMAICA FAST FOOD OPERATORS, INC.",5414581,Active,DOMESTIC BUSINESS CORPORATION,09/24/2018,New York,"JAMAICA FAST FOOD OPERATORS, INC.",,False,"218-14 JAMAICA AVENUE, 2ND FL., QUEENS VILLAGE, NY, 11428","218-14 JAMAICA AVENUE, 2ND FL., QUEENS VILLAGE, NY, 11428",,,,True,,service_agent,True,"Jamaica Fast Food Operators, Inc.","Jamaica Fast Food Operators, Inc.",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,"JAMAICA FAST FOOD OPERATORS, INC.",
Rego Park Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 255-1713,9506 63rd Street,,,,,1,REGO PARK CHICKEN LLC,5566700,Active,DOMESTIC LIMITED LIABILITY COMPANY,06/07/2019,New York,DINESH GOSWAMI,Individual,True,"120 WINDSOR CENTER DRIVE, EAST WINDSOR, NJ, 08520","120 WINDSOR CENTER DRIVE, EAST WINDSOR, NJ, 08520",,,,True,DINESH GOSWAMI,owner_operator,True,Rego Park Chicken Llc,Rego Park Chicken Llc | rego park,1.000,200.00,"[{""name"": ""REGO PARK LLC"", ""num"": ""5357491"", ""score"": 166.67}]",2026-05-06T18:37:24.495258+00:00,,Queens,,,DINESH GOSWAMI,
"Fresh Pond Food Services, Llc",,1,Popeyes,1,No,NY,NY,1,347-889-5100,62-59 - Fresh Pond Rd,,,,,1,FRESH POND FOOD LLC,5800312,Active,DOMESTIC LIMITED LIABILITY COMPANY,07/29/2020,New York,KHALED HAJAHMED - ZEYAD FARR,Individual,True,"62-59 FRESH POND ROAD, RIDGEWOOD, NEW YORK, 11385","62-59 FRESH POND ROAD, RIDGEWOOD, NY, 11385",,,,True,KHALED HAJAHMED - ZEYAD FARR,owner_operator,False,fresh pond food,fresh pond food | fresh pond,0.750,175.00,"[{""name"": ""FRESH POND, LLC"", ""num"": ""3128719"", ""score"": 150.0}]",2026-05-06T18:37:24.495258+00:00,,Queens,,,KHALED HAJAHMED - ZEYAD FARR,
"Riverhead Chicken, Llc.",,1,Popeyes,1,No,NY,NY,1,(631) 284-8302,212 Old COuntry Road,,,,,1,"RIVERHEAD CHICKEN, LLC",5193942,Active,DOMESTIC LIMITED LIABILITY COMPANY,08/29/2017,New York,ASHISH PARIKH,Individual,True,"301 Route 17 North, Suite 802, Rutherford, NJ, 07070","301 Route 17 North, Suite 802, Rutherford, NJ, 07070",,,,True,ASHISH PARIKH,owner_operator,True,"Riverhead Chicken, Llc.","Riverhead Chicken, Llc.",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Suffolk,,,ASHISH PARIKH,
J P Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 276-3010,24501 Francis Lewis Blvd,,,,,1,J P CHICKEN CORP.,4637548,Active,DOMESTIC BUSINESS CORPORATION,09/17/2014,New York,J P CHICKEN CORP.,,False,"245 FRANCIS LEWIS BLVD, ROSEDALE, NY, 11422","245 FRANCIS LEWIS BLVD, ROSEDALE, NY, 11422",,,,True,,service_agent,False,J P Chicken Corp.,J P Chicken Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,J P CHICKEN CORP.,
Farmers Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(718) 723-7500,11713 Farmers Blvd,,,,,0,,,,,,,,,,,,,,,,,,,Farmers Chicken Corp,Farmers Chicken Corp,,,,2026-05-06T18:37:24.495258+00:00,,,,,,
Sunrise Food Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 322-2325,10413 Lefferts Blvd,,,,,1,SUNRISE FOOD CORP.,2653120,Active,DOMESTIC BUSINESS CORPORATION,06/21/2001,New York,SUNRISE FOOD CORP.,,False,"104-13 LEFFERTS BLVD, SOUTH RICHMOND HILL, NY, 11419","104-13 LEFFERTS BLVD, SOUTH RICHMOND HILL, NY, 11419",,,,True,ASMATULLAH TOKHIE,owner_operator,True,Sunrise Food Corp.,Sunrise Food Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,ASMATULLAH TOKHIE,"ASMATULLAH TOKHIE, BROOKLYN, NY, 112395135",SUNRISE FOOD CORP.,
Svz Llc,,1,Popeyes,1,No,NY,NY,1,(845) 262-1353,175 Route 59,,,,,1,SVZ LLC,7339717,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/29/2024,New York,ASIM CHAUDHRY,Individual,True,"9 GINNIE LANE, WEST WINDSOR, NJ, 08550","9 GINNIE LANE, WEST WINDSOR, NJ, 08550",,,,True,ASIM CHAUDHRY,owner_operator,False,Svz Llc,Svz Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Rockland,,,ASIM CHAUDHRY,
