franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address,entity_type,classification_method,search_target
"Pop'S, Inc.",,"Pop'S,",7,Popeyes,1,No,HI,HI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Pop'S, Inc. Popeyes franchisee HI",,,,,(808) 422-8440,Pearl Harbor Mall - Building 631 4275 Radford Dr,company,regex,"Pop'S, Inc."
"Ace Brands In, Llc",,Ace,7,Popeyes,1,No,IN,IN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Ace Brands In, Llc Popeyes franchisee IN",,,,,(812) 250-4633,3300 N 1st Ave,company,regex,"Ace Brands In, Llc"
"Spring Hill Swamp Dawg, Llc","Blvd Swamp Dawg, Llc / Broad Swamp Dawg, Llc / Cortez Swamp Dawg, Llc / Ridge Road Swamp Dawg, Llc / Spring Hill Swamp Dawg, Llc / Swamp Dawg Ahbh, Llc / Swamp Dawg, Llc",Spring,7,Zaxby's,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Spring Hill Swamp Dawg, Llc Zaxby's franchisee FL",,,,,(352) 307-8633,10560 SE Hwy. 441,company,regex,"Spring Hill Swamp Dawg, Llc"
"Bluegrass Specialty Foods, Inc.",,Bluegrass,7,Zaxby's,1,No,KY,KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Bluegrass Specialty Foods, Inc. Zaxby's franchisee KY",,,,,(270) 781-1866,100 Cherry Farms Ln.,company,regex,"Bluegrass Specialty Foods, Inc."
"Avants Enterprise, Llc",,Avants,7,Zaxby's,1,No,NC,NC | SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Avants Enterprise, Llc Zaxby's franchisee NC",,,,,(828) 575-2160,330 New Leicester Hwy.,company,regex,"Avants Enterprise, Llc"
"Texas Chicken, Llc",,Texas,7,Zaxby's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Texas Chicken, Llc Zaxby's franchisee TX",,,,,(512) 523-8394,381 Old San Antonio Rd.,company,regex,"Texas Chicken, Llc"
"Chesapeake Bay Foods, Inc.",,Chesapeake,7,Zaxby's,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Chesapeake Bay Foods, Inc. Zaxby's franchisee VA",,,,,(757) 648-8357,2316 Chesapeake Square Ring Rd.,company,regex,"Chesapeake Bay Foods, Inc."
"Scott'S Apple Meadville, Inc.","Scott'S Apple Meadville, Inc. / Scott'S Apple West, Inc. / Scott'S Apple, Inc. / Scott'S Hot Cakes, Llc",Scott'S,6,Applebee's | IHOP,2,Yes,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Scott'S Apple Meadville, Inc. Applebee's franchisee PA",,,,,(814) 866-8210,7790 Peach Street,company,regex,"Scott'S Apple Meadville, Inc."
"Harrisburg Rose, L.P.",,Harrisburg,6,Applebee's,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Harrisburg Rose, L.P. Applebee's franchisee PA",,,,,(717) 755-8681,101 Northern Way,company,regex,"Harrisburg Rose, L.P."
"A & D Of Greensborough, Inc.","A & D Of Greensborough, Inc. / A&D Of Greensborough, Inc.",A,6,Bojangles,1,No,NC,NC | VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"A & D Of Greensborough, Inc. Bojangles franchisee NC",,,,,336-623-6404,631 South Van Buren Road,company,regex,"A & D Of Greensborough, Inc."
"Bo-Ventures, Llc",,"Bo-Ventures,",6,Bojangles,1,No,SC,SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Bo-Ventures, Llc Bojangles franchisee SC",,,,,803-581-8120,1759 J.A. Cochran Bypass,company,regex,"Bo-Ventures, Llc"
"Chix And Bix, Llc",,Chix,6,Bojangles,1,No,SC,SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Chix And Bix, Llc Bojangles franchisee SC",,,,,864-249-3871,1605 East Main Street,company,regex,"Chix And Bix, Llc"
"Wilgo Bo, Llc",,Wilgo,6,Bojangles,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Wilgo Bo, Llc Bojangles franchisee VA",,,,,434-293-1190,2009 Abbey Road,company,regex,"Wilgo Bo, Llc"
"Naka Opco, Llc",,Naka,6,Bojangles,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Naka Opco, Llc Bojangles franchisee VA",,,,,757-966-1588,3464 S Military Hwy,company,regex,"Naka Opco, Llc"
"Arrington Enterprises, Inc.","Arrington Enterprises Inc / Arrington Enterprises, Inc.",Arrington,6,Bojangles | Dairy Queen,2,Yes,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Arrington Enterprises, Inc. Bojangles franchisee VA",,,,,540-719-2248,49 Lakewatch Center Drive,company,regex,"Arrington Enterprises, Inc."
Chicago Wings Crestwood Inc.,"Amc Chicago, Inc. / Chicago Wings Crestwood Inc. / Chicago Wings Harlem, Inc / Chicago Wings Kimball, Inc / Chicago Wings Stony, Inc. / Chicago Wings, Inc.",Chicago,6,Buffalo Wild Wings,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Chicago Wings Crestwood Inc. Buffalo Wild Wings franchisee IL,,,,,773-868-9453,1832 North Clybourn Avenue,company,regex,Chicago Wings Crestwood Inc.
"Wingsport, Lp",,"Wingsport,",6,Buffalo Wild Wings,1,No,TX,OK | TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Wingsport, Lp Buffalo Wild Wings franchisee TX",,,,,580-357-9464,2506 NW Cache Road,company,regex,"Wingsport, Lp"
Balke/Balke,,Balke/Balke,6,Burger King,1,No,AR,AR,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Balke/Balke Burger King franchisee AR,,,,,(870) 246-5949,2820 Pine St,company,ai,Balke/Balke
"Mcl Prescott Boulders Restaurant, Llc","Mcl Country Club Restaurant, Llc / Mcl Mountain View Restaurant, Llc / Mcl Northsight Restaurant, Llc / Mcl Prescott Boulders Restaurant, Llc / Mcl Saint Marys Road Restaurant, Llc / Mcl Taylor Restaurant, Llc",Mcl,6,Burger King,1,No,AZ,AZ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Mcl Prescott Boulders Restaurant, Llc Burger King franchisee AZ",,,,,(480) 770-0087,1440 S Country Club Dr,company,regex,"Mcl Prescott Boulders Restaurant, Llc"
J.S. Foods,,J.S.,6,Burger King,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,J.S. Foods Burger King franchisee CA,,,,,(858) 247-0498,9500 Gilman Dr,company,regex,J.S. Foods
"Irmg Burger Restaurants, Inc.",,Irmg,6,Burger King,1,No,CO,CO | FL | IL | NC | TN | TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Irmg Burger Restaurants, Inc. Burger King franchisee CO",,,,,(303) 590-1405,14500 W. Colfax Ave.,company,regex,"Irmg Burger Restaurants, Inc."
Cape King Llc,,Cape,6,Burger King,1,No,DE,DE,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Cape King Llc Burger King franchisee DE,,,,,(302) 595-3342,1170 Pulaski Hwy,company,regex,Cape King Llc
"Lee Wesley Restaurants, Llc","Lee Wesley Group, Llc / Lee Wesley Restaurants, Llc",Lee,6,Burger King,1,No,FL,FL | NC | VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Lee Wesley Restaurants, Llc Burger King franchisee FL",,,,,(904) 414-3892,4339 Southside Blvd,company,regex,"Lee Wesley Restaurants, Llc"
"Crown Ventures, Inc.",,Crown,6,Burger King,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Crown Ventures, Inc. Burger King franchisee MI",,,,,(269) 673-3999,1583 Lincoln Rd,company,regex,"Crown Ventures, Inc."
Laslow/Laslow,,Laslow/Laslow,6,Burger King,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Laslow/Laslow Burger King franchisee OH,,,,,(937) 404-9575,1135 N. Main St,person,ai,Laslow Laslow
"Steve Declerck Bk, Inc.",,Steve,6,Burger King,1,No,OR,OR,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Steve Declerck Bk, Inc. Burger King franchisee OR",,,,,(541) 839-6678,180 Gazley Bridge Road,company,regex,"Steve Declerck Bk, Inc."
Timoney,,Timoney,6,Burger King,1,No,WV,PA | WV,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Timoney Burger King franchisee WV,,,,,(814) 623-2559,8752 Lincoln Highway,person,ai,Timoney
Rpm Bakeries Llc,,Rpm,6,Cinnabon,1,No,ARIZONA,ARIZONA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Rpm Bakeries Llc Cinnabon franchisee ARIZONA,,,,,(623) 486-4400,"7700 W Arrowhead Town Ctr, #2196",company,regex,Rpm Bakeries Llc
"La Jamba, Llc","Efe Aac, Llc / La Jamba, Llc",La,6,Cinnabon | Jamba,2,Yes,CALIFORNIA,CALIFORNIA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"La Jamba, Llc Cinnabon franchisee CALIFORNIA",,,,,3239208805,100 Citadel Dr,company,regex,"La Jamba, Llc"
"Aramark Food And Support Services Group, Inc.",,Aramark,6,Cinnabon | Jamba,2,Yes,NORTH CAROLINA,ARIZONA | CALIFORNIA | NEVADA | NORTH CAROLINA | PENNSYLVANIA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Aramark Food And Support Services Group, Inc. Cinnabon franchisee NORTH CAROLINA",,,,,984-245-4650,560 Nelson Street,company,regex,"Aramark Food And Support Services Group, Inc."
Vincent Au Yeung,,Vincent,6,Cinnabon,1,No,NORTH CAROLINA,NORTH CAROLINA | PENNSYLVANIA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Vincent Au Yeung Cinnabon franchisee NORTH CAROLINA,,,,,(919) 908-1128,6910 Fayetteville Road,person,regex,Vincent Au Yeung
Jd Restaurants Inc,,Jd,6,Dairy Queen,1,No,IN,IN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jd Restaurants Inc Dairy Queen franchisee IN,,,,,8125912452,206 N State Rd 3,company,regex,Jd Restaurants Inc
Dalqan Holdings Llc,,Dalqan,6,Dairy Queen,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Dalqan Holdings Llc Dairy Queen franchisee OH,,,,,3307579618,928 Youngstown Poland Rd,company,regex,Dalqan Holdings Llc
D & D Lc,,D,6,Dairy Queen,1,No,WV,WV,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,D & D Lc Dairy Queen franchisee WV,,,,,3042636735,1016 N Queen St,company,ai,D & D Lc
Teton Group Of Blackfoot Llc,Teton Group Of Blackfoot Llc / Teton Group Of Burley Llc / Teton Group Of Idaho Llc / Teton Group Of Jerome Llc / Teton Group Of Nampa Llc / Teton Group Of Rexburg Llc,Teton,6,Dairy Queen,1,No,ID,ID,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Teton Group Of Blackfoot Llc Dairy Queen franchisee ID,,,,,8017070078,845 W Bridge St,company,regex,Teton Group Of Blackfoot Llc
"Nms Northwood Dining, Llc","Glen Burnie Chicken Llc. / Nms Bowie Dining, Llc / Nms Dining, Inc. / Nms Glen Burnie Llc / Nms Northwood Dining, Llc / Nms2 Dining Inc",Nms,6,Dairy Queen | IHOP | Popeyes,3,Yes,MD,MD,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Nms Northwood Dining, Llc Dairy Queen franchisee MD",,,,,4433128522,5734 Ritchie Hwy,company,regex,"Nms Northwood Dining, Llc"
Operation Brain Freeze (Dewey Ave) Llc.,Operation Brain Freeze (Cicero) Llc / Operation Brain Freeze (Colonie) Llc / Operation Brain Freeze (Dewey Ave) Llc. / Operation Brain Freeze (Lancaster) Llc / Operation Brain Freeze (Webster) Llc / Operation Brain Freeze Llc,Dewey,6,Dairy Queen,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Dewey Ave Dairy Queen franchisee NY,,,,,5857340504,7984 Brewerton Rd,company_with_owner,regex,Dewey Ave
Spgr Enterprises Inc,,Spgr,6,Dairy Queen,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Spgr Enterprises Inc Dairy Queen franchisee OH,,,,,2343495999,725 S Canton Rd,company,regex,Spgr Enterprises Inc
