franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address
"Phasenext Hospitality, Llc",,Phasenext,5,Buffalo Wild Wings | Jimmy John's,2,Yes,TX,MA | TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Phasenext Hospitality, Llc Buffalo Wild Wings franchisee TX",,,,,972-973-2754,2400 Aviation Drive
"United Restaurant Holdings, Llc",,United,5,Buffalo Wild Wings,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"United Restaurant Holdings, Llc Buffalo Wild Wings franchisee TX",,,,,281-833-8300,9435 Katy Freeway
"Aspire 2B Hospitality-Missouri City, Llc","Aspire 2B Hospitality - Bww, Llc / Aspire 2B Hospitality-Gos, Llc / Aspire 2B Hospitality-Missouri City, Llc",Aspire,5,Buffalo Wild Wings,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Aspire 2B Hospitality-Missouri City, Llc Buffalo Wild Wings franchisee TX",,,,,346-374-8174,20330 Fort Bend Parkway Suite 100
Westside Wings New Scotland Llc,"Westside Wings Coop City Llc / Westside Wings Crosstown Llc / Westside Wings New Scotland Llc / Westside Wings Parkchester, Llc / Westside Wings Troy Llc",Westside,5,Buffalo Wild Wings,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Westside Wings New Scotland Llc Buffalo Wild Wings franchisee NY,,,,,518-992-4912,33 New Scotland Avenue
Quality Brand Group Wild Wings Llc,,Quality,5,Buffalo Wild Wings,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Quality Brand Group Wild Wings Llc Buffalo Wild Wings franchisee TX,,,,,214-432-3974,5406 Harry Hines Blvd
"Ql Ii, Inc.","Ql Ii, Inc. / Ql, Inc.",Ql,5,Burger King,1,No,AZ,AZ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Ql Ii, Inc. Burger King franchisee AZ",,,,,(480) 983-1078,530 West Apache Trail
"Bkr Restaurants, Llc",,Bkr,5,Burger King,1,No,AZ,AZ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Bkr Restaurants, Llc Burger King franchisee AZ",,,,,(623) 386-2796,1552 South Miller Rd
Heflin/Mike,,Heflin/Mike,5,Burger King,1,No,AZ,AZ | NM,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Heflin/Mike Burger King franchisee AZ,,,,,(928) 679-9819,Us Highway 89 @ State Route 64
"Central Valley Fast Foods, Inc",,Central,5,Burger King,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Central Valley Fast Foods, Inc Burger King franchisee CA",,,,,(209) 538-5883,1421 E Hatch Rd
Los Angeles Burgers Llc*,Los Angeles Burgers Llc / Los Angeles Burgers Llc*,Los,5,Burger King,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Los Angeles Burgers Llc* Burger King franchisee CA,,,,,(562) 806-1019,10014 Paramount Blvd
Sd Burgers Llc,,Sd,5,Burger King,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Sd Burgers Llc Burger King franchisee CA,,,,,(760) 741-7492,1707 East Valley Parkway
"Qsr West Development One, Inc,",,Qsr,5,Burger King,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Qsr West Development One, Inc, Burger King franchisee CA",,,,,(559) 492-2985,2755 N Blackstone Ave
"Hg Foods, Llc",,Hg,5,Burger King,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Hg Foods, Llc Burger King franchisee CA",,,,,(559) 491-2221,301 W Lacey Blvd
"Jackin, Inc.",,"Jackin,",5,Burger King,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Jackin, Inc. Burger King franchisee FL",,,,,(386) 719-6441,4772 Nw Us Highway 41
Ukani/Ukani/Ukani/Ukani,Ukani / Ukani/Ukani/Ukani / Ukani/Ukani/Ukani/Ukani,Ukani/Ukani/Ukani/Ukani,5,Burger King,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Ukani/Ukani/Ukani/Ukani Burger King franchisee GA,,,,,(770) 948-8474,2735 Veterans Memorial Hwy
"Wait For It, Llc",,Wait,5,Burger King,1,No,ID,ID | WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Wait For It, Llc Burger King franchisee ID",,,,,(208) 956-0999,3827 N. Ramsey Road
"Davekiz, Inc.",,"Davekiz,",5,Burger King,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Davekiz, Inc. Burger King franchisee IL",,,,,(779) 552-8025,325 Southtowne Dr
Gregory/Gregory,,Gregory/Gregory,5,Burger King,1,No,IN,IN | MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Gregory/Gregory Burger King franchisee IN,,,,,(574) 262-0421,834 E Beardsley St
Froio/Stetler,,Froio/Stetler,5,Burger King,1,No,MA,MA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Froio/Stetler Burger King franchisee MA,,,,,(781) 272-9611,52 Middlesex Turnpike
Edwards,,Edwards,5,Burger King,1,No,MD,MD,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Edwards Burger King franchisee MD,,,,,(410) 272-7734,1006 Beards Hill Rd
"Irmg Burger Of Arundel, Inc.","Irmg Burger Of Arundel, Inc. / Irmg Burger Of Towson, Inc. / Irmg Burger Of Wheaton, Inc. / Pop Of Arundel, Inc. / Pop Of Wheaton Inc",Irmg,5,Burger King | Popeyes,2,Yes,MD,MD,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Irmg Burger Of Arundel, Inc. Burger King franchisee MD",,,,,(917) 229-6008,7000 Arundel Mills Circle
Applegreen Me Welcome Centres Llc,,Applegreen,5,Burger King,1,No,ME,ME,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Applegreen Me Welcome Centres Llc Burger King franchisee ME,,,,,(866) 394-2493,Maine Turnpike South Mm 56
"The Evolution Company, Ii, Llc","The Evolution Company, Ii, Llc / The Evolution Company, Llc",The,5,Burger King,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"The Evolution Company, Ii, Llc Burger King franchisee MI",,,,,(517) 265-8116,1400 South Main
Midwest Crown Partners Llc,,Midwest,5,Burger King,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Midwest Crown Partners Llc Burger King franchisee MI,,,,,(810) 227-1676,8489 West Grand River Ave
Clayton,,Clayton,5,Burger King,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Clayton Burger King franchisee MI,,,,,(586) 277-0213,36457 26 Mile Rd
"Casciano Traverse City, Inc.",,Casciano,5,Burger King,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Casciano Traverse City, Inc. Burger King franchisee MI",,,,,(231) 947-2730,1800 S Garfield Ave
Northwest Development Company,,Northwest,5,Burger King,1,No,MO,MO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Northwest Development Company Burger King franchisee MO,,,,,(573) 335-1080,195 South Mt Auburn Rd
King Franchises Inc.,,King,5,Burger King,1,No,NC,NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,King Franchises Inc. Burger King franchisee NC,,,,,(252) 332-4107,1101 East Memorial Dr
Da Biero/Sokolsky,,Da,5,Burger King,1,No,VA,NC | VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Da Biero/Sokolsky Burger King franchisee VA,,,,,(252) 435-2950,101 Moyock Commons Dr
"S & H Restaurants, Llc",,S,5,Burger King,1,No,NE,NE,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"S & H Restaurants, Llc Burger King franchisee NE",,,,,(308) 784-4111,409 South Meridian
"Bartlett Investment Group, Llc",,Bartlett,5,Burger King,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Bartlett Investment Group, Llc Burger King franchisee NY",,,,,(315) 386-8779,18 State Highway 310
Xhani Llc,,Xhani,5,Burger King,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Xhani Llc Burger King franchisee NY,,,,,(845) 897-5437,730 Rt 9
"Melmont Ii Enterprises, Ltd.",,Melmont,5,Burger King,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Melmont Ii Enterprises, Ltd. Burger King franchisee OH",,,,,(330) 220-6770,14 Pearl Rd
Midwest R Corporation,,Midwest,5,Burger King,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Midwest R Corporation Burger King franchisee OH,,,,,(440) 323-7060,616 West Broad St
"Royal Food Group, Llc",,Royal,5,Burger King,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Royal Food Group, Llc Burger King franchisee PA",,,,,(717) 833-4267,8603 Lancaster Ave
Barto/Barto,Barto / Barto/Barto,Barto/Barto,5,Burger King,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Barto/Barto Burger King franchisee PA,,,,,(570) 992-6740,1709 Route 209
"Pacific Restaurant Ventures, Llc",,Pacific,5,Burger King,1,No,WA,WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Pacific Restaurant Ventures, Llc Burger King franchisee WA",,,,,(509) 754-1978,1306 Basin St S W
"Host International, Inc.",,Host,5,Cinnabon,1,No,ALASKA,ALASKA | FLORIDA | NEVADA | NORTH CAROLINA | TENNESSEE,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Host International, Inc. Cinnabon franchisee ALASKA",,,,,(907) 929-3128,"W. 50th Ave Old Airport Rd, B-X Terminal"
"Prezalter-Northwest, Llc",,"Prezalter-Northwest,",5,Cinnabon,1,No,WASHINGTON,ALASKA | WASHINGTON,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Prezalter-Northwest, Llc Cinnabon franchisee WASHINGTON",,,,,(907) 375-1970,800 E. Dimond Blvd.
Grak Concepts Llc,,Grak,5,Cinnabon,1,No,UTAH,ARIZONA | COLORADO | MINNESOTA | UTAH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Grak Concepts Llc Cinnabon franchisee UTAH,,,,,(480) 941-6900,7014 E. Camelback Road
"Sun N' Fun Enterprises, Inc.",,Sun,5,Cinnabon | Jamba,2,Yes,FLORIDA,FLORIDA | TENNESSEE | TEXAS,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Sun N' Fun Enterprises, Inc. Cinnabon franchisee FLORIDA",,,,,(407) 744-2156,6000 W. Osceola Pkwy.
"Sugar-Shock Soldier, Llc",,Sugar-Shock,5,Cinnabon,1,No,GEORGIA,GEORGIA | SOUTH CAROLINA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Sugar-Shock Soldier, Llc Cinnabon franchisee GEORGIA",,,,,(706) 387-0315,1460 Winder Hwy
Idad - 2 Inc.,,Idad,5,Cinnabon,1,No,HAWAII,HAWAII,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Idad - 2 Inc. Cinnabon franchisee HAWAII,,,,,(808) 487-2430,604 Pearlridge Downtown
Andrew Tupitsyn,,Andrew,5,Cinnabon,1,No,MARYLAND,MARYLAND | NEW JERSEY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Andrew Tupitsyn Cinnabon franchisee MARYLAND,,,,,(410) 224-9604,1016 Annapolis Mall Road
